Gene	cluster
GPR89B	NA
ENSG00000274372	NA
ENSG00000273059	NA
ENSG00000304848	NA
ENSG00000299329	NA
NBPF11	NA
ENSG00000227733	NA
LINC01138	NA
LINC02806	cluster_8
ENSG00000272824	NA
PDE4DIPP6	NA
ENSG00000299409	NA
ENSG00000280649	NA
NBPF14	NA
NOTCH2NLB	NA
NUDT4B	NA
ENSG00000299543	NA
PDE4DIP	NA
ENSG00000305889	NA
NBPF9	NA
ENSG00000274265	NA
ENSG00000291233	NA
NOTCH2NLC	NA
ENSG00000286185	NA
NBPF19	NA
LINC00869	NA
ENSG00000301565	NA
H2BC18	NA
ENSG00000233030	NA
H3C13	NA
H4C14	NA
ENSG00000290791	NA
H2AC18	cluster_4
ENSG00000290792	NA
H2AC19	NA
H4C15	NA
H2BC21	cluster_8
H2AC20	NA
BOLA1	NA
SV2A	NA
SF3B4	NA
MTMR11	NA
OTUD7B	NA
ENSG00000285184	NA
VPS45	NA
PLEKHO1	NA
LINC02988	NA
ANP32E	NA
ENSG00000276110	NA
CA14	NA
APH1A	NA
C1orf54	NA
ENSG00000289041	NA
CIART	cluster_8
MRPS21	NA
PRPF3	NA
RPRD2	NA
TARS2	NA
ENSG00000307101	NA
ECM1	NA
FALEC	NA
ADAMTSL4-AS2	NA
ADAMTSL4	NA
ADAMTSL4-AS1	NA
MCL1	NA
ENSG00000289457	NA
ENSG00000290074	NA
ENSA	NA
ENSG00000288880	NA
ENSG00000299456	NA
GOLPH3L	NA
HORMAD1	NA
CTSS	NA
CTSK	NA
ARNT	NA
ENSG00000295148	NA
SETDB1	NA
CERS2	NA
ENSG00000259357	NA
ANXA9	NA
MINDY1	NA
PRUNE1	NA
BNIPL	NA
C1orf56	NA
CDC42SE1	NA
MLLT11	NA
GABPB2	NA
ENSG00000261168	NA
SEMA6C	NA
ENSG00000298592	NA
SCNM1	NA
LYSMD1	NA
TMOD4	NA
VPS72	NA
PIP5K1A	NA
PSMD4	NA
ZNF687-AS1	NA
ZNF687	NA
PI4KB	NA
RFX5-AS1	NA
RFX5	NA
SELENBP1	cluster_19
PSMB4	NA
POGZ	NA
CGN	cluster_8
TUFT1	NA
ENSG00000232536	NA
SNX27	NA
MRPL9	NA
OAZ3	NA
ENSG00000249602	NA
ENSG00000268288	NA
TDRKH	NA
TDRKH-AS1	NA
C2CD4D-AS1	cluster_8
THEM4	NA
ENSG00000285651	NA
S100A10	cluster_5
ENSG00000229021	NA
S100A11	NA
TCHH	cluster_8
CCDST	NA
LCE2A	cluster_5
ENSG00000238279	NA
S100A6	cluster_5
S100A4	NA
ENSG00000306517	NA
S100A3	cluster_5
S100A2	cluster_5
ENSG00000297700	NA
ENSG00000285867	NA
S100A16	NA
S100A14	cluster_11
S100A13	NA
S100A1	NA
CHTOP	NA
SNAPIN	NA
ILF2	NA
NPR1	cluster_4
INTS3	NA
SLC27A3	NA
GATAD2B	NA
ENSG00000284738	NA
DENND4B	NA
ENSG00000289935	NA
CRTC2	NA
SLC39A1	NA
ENSG00000285779	NA
ENSG00000282386	NA
ENSG00000273026	NA
CREB3L4	NA
JTB	NA
ENSG00000285641	NA
JTB-DT	NA
RAB13	NA
RPS27	NA
NUP210L	NA
TPM3	cluster_8
CFAP141	NA
C1orf43	NA
UBAP2L	NA
HAX1	NA
ATP8B2	NA
IL6R-AS1	NA
IL6R	NA
SHE	NA
ENSG00000273110	NA
UBE2Q1	NA
ENSG00000301669	NA
CHRNB2	NA
ADAR	NA
KCNN3	NA
PMVK	NA
ENSG00000270361	NA
ENSG00000310191	NA
PBXIP1	NA
PYGO2	NA
PYGO2-AS1	NA
SHC1	NA
CKS1B	cluster_15
FLAD1	NA
LENEP	NA
ENSG00000289103	NA
ZBTB7B	NA
DCST2	NA
DCST1	NA
DCST1-AS1	NA
ADAM15	NA
EFNA4	NA
EFNA4-EFNA3	NA
EFNA3	cluster_11
EFNA1	NA
SLC50A1	NA
DPM3	NA
KRTCAP2	NA
ENSG00000273088	NA
TRIM46	NA
MUC1	NA
THBS3-AS1	NA
THBS3	NA
MTX1	NA
GBA1LP	NA
ENSG00000302966	NA
GBA1	NA
ENTREP3	NA
ENSG00000303088	NA
SCAMP3	NA
CLK2	NA
HCN3	NA
FDPS	cluster_8
RUSC1-AS1	NA
RUSC1	NA
ASH1L	NA
ASH1L-AS1	NA
MSTO1	NA
ENSG00000287839	NA
YY1AP1	NA
DAP3	NA
ENSG00000297268	NA
ENSG00000297244	NA
GON4L	NA
SYT11	NA
RIT1	NA
KHDC4	NA
ARHGEF2	NA
ARHGEF2-AS2	NA
ENSG00000285677	NA
SSR2	NA
UBQLN4	NA
LAMTOR2	NA
RAB25	NA
MEX3A	cluster_13
LMNA	cluster_8
SEMA4A	cluster_11
SLC25A44	NA
PMF1-BGLAP	NA
PMF1	NA
BGLAP	NA
PAQR6	NA
SMG5	NA
TMEM79	NA
GLMP	NA
VHLL	cluster_11
CCT3	NA
TSACC	NA
RHBG	NA
MIR9-1HG	NA
MEF2D	NA
IQGAP3	cluster_15
NAXE	NA
GPATCH4	cluster_8
BCAN-AS2	NA
HAPLN2	NA
BCAN-AS1	cluster_13
BCAN	NA
ENSG00000272405	cluster_11
NES	NA
ENSG00000294746	NA
CRABP2	NA
ENSG00000303159	cluster_11
ENSG00000223356	NA
ISG20L2	NA
METTL25B	NA
MRPL24	NA
HDGF	NA
PRCC	NA
NTRK1	NA
PEAR1	NA
LRRC71	NA
ARHGEF11	NA
ETV3	NA
ENSG00000290592	NA
KIRREL1	NA
KIRREL1-IT1	NA
CD1D	NA
SPTA1	NA
IFI16	NA
CADM3	NA
DUSP23	NA
SLAMF8	cluster_8
ENSG00000256029	cluster_11
SNHG28	cluster_11
VSIG8	NA
ENSG00000272668	cluster_13
CFAP45	NA
TAGLN2	NA
LINC01133	NA
PIGM	NA
IGSF8	NA
ATP1A2	cluster_19
CASQ1	NA
ENSG00000227741	NA
PEA15	cluster_8
DCAF8	NA
ENSG00000258465	NA
DCAF8-DT	NA
PEX19	NA
ENSG00000298580	NA
COPA	NA
ENSG00000298630	NA
NCSTN	NA
NHLH1	cluster_4
VANGL2	cluster_19
CD84	NA
F11R	cluster_4
ENSG00000270149	cluster_4
TSTD1	NA
USF1	NA
ENSG00000289121	NA
ARHGAP30	cluster_11
NECTIN4	NA
KLHDC9	NA
PFDN2	NA
NIT1	NA
DEDD	NA
ENSG00000297567	NA
ENSG00000224985	NA
UFC1	NA
USP21	NA
PPOX	NA
B4GALT3	NA
ADAMTS4	cluster_13
NDUFS2	NA
FCER1G	NA
APOA2	NA
TOMM40L	NA
MPZ	NA
SDHC	NA
ENSG00000289106	NA
ENSG00000288670	NA
ENSG00000283696	cluster_13
ENSG00000288093	NA
FCGR2A	NA
ENSG00000294554	NA
ENSG00000289273	NA
HSPA6	NA
ENSG00000310471	NA
FCRLB	NA
ATF6-DT	NA
DUSP12	NA
ATF6	NA
ENSG00000293219	NA
OLFML2B	NA
NOS1AP	cluster_4
ENSG00000254706	cluster_4
C1orf226	cluster_4
UHMK1	NA
UAP1	NA
ENSG00000272574	NA
DDR2	NA
HSD17B7	cluster_8
RGS4	cluster_8
RGS5	cluster_4
ENSG00000232995	NA
NUF2	cluster_15
PBX1	cluster_19
ENSG00000269887	NA
MGST3	NA
ALDH9A1	NA
ENSG00000273365	NA
TMCO1	NA
TMCO1-AS1	NA
UCK2	NA
FAM78B	NA
POGK	NA
TADA1	NA
ILDR2	cluster_4
STYXL2	NA
POU2F1	NA
CREG1	NA
MPZL1	NA
ADCY10	cluster_8
ENSG00000232194	NA
MPC2	NA
DCAF6	NA
ENSG00000297093	NA
GPR161	NA
TIPRL	NA
SFT2D2	NA
TBX19	NA
ATP1B1	NA
NME7	NA
BLZF1	NA
CCDC181	NA
SLC19A2	NA
ENSG00000213062	NA
FIRRM	NA
METTL18	NA
SCYL3	NA
KIFAP3	NA
GORAB-AS1	NA
GORAB	NA
PRRX1	cluster_19
ENSG00000271811	cluster_19
ENSG00000231424	cluster_11
FMO3	cluster_13
FMO6P	NA
FMO2	cluster_13
FMO1	cluster_11
FMO4	NA
PRRC2C	NA
MYOCOS	NA
MYOC	NA
VAMP4	NA
ENSG00000309242	NA
METTL13	NA
DNM3	cluster_4
DNM3OS	NA
PIGC	NA
ENSG00000300365	NA
SUCO	NA
FASLG	NA
ENSG00000224000	NA
ENSG00000294781	cluster_4
TNFSF18	cluster_4
TNFSF4	cluster_4
ENSG00000226375	NA
PRDX6-AS1	NA
PRDX6	NA
ENSG00000301478	NA
ENSG00000285777	NA
ANKRD45	NA
ENSG00000289426	cluster_4
KLHL20	NA
CENPL	NA
DARS2	NA
GAS5	NA
GAS5-AS1	NA
ZBTB37	NA
SERPINC1	NA
RC3H1	NA
RC3H1-IT1	NA
ENSG00000293562	NA
RABGAP1L-DT	NA
RABGAP1L	NA
GPR52	NA
ENSG00000289425	NA
ENSG00000287697	NA
CACYBP	NA
MRPS14	NA
ENSG00000297983	cluster_11
TNN	cluster_4
KIAA0040	cluster_11
TNR	cluster_4
ENSG00000301599	NA
LINC02803	NA
COP1	NA
COP1-DT	NA
PAPPA2	cluster_4
ASTN1	NA
BRINP2	NA
SEC16B	NA
CRYZL2P-SEC16B	NA
CRYZL2P	NA
RASAL2-AS1	NA
RASAL2	NA
ENSG00000298196	NA
TEX35	NA
C1orf220	NA
ENSG00000297676	NA
ENSG00000273384	NA
RALGPS2-AS1	NA
RALGPS2	NA
ANGPTL1	NA
FAM20B	NA
ENSG00000308086	cluster_4
TOR3A	NA
ABL2	cluster_8
SOAT1	NA
AXDND1	NA
ENSG00000229407	cluster_11
ENSG00000307581	cluster_11
LINC02818	cluster_11
TOR1AIP2	NA
ENSG00000272906	NA
TOR1AIP1	NA
ENSG00000293564	NA
ENSG00000260360	NA
CEP350	NA
QSOX1	NA
LHX4	cluster_11
ACBD6	NA
OVAAL	NA
XPR1	NA
ENSG00000294697	NA
LINC02816	cluster_13
KIAA1614	NA
ENSG00000243155	NA
KIAA1614-AS1	NA
STX6	NA
MR1	NA
ENSG00000289589	NA
IER5	NA
ENSG00000303906	NA
LINC01732	NA
CACNA1E	cluster_4
GLUL	cluster_19
RNASEL	NA
RGS16	NA
NPL	NA
DHX9-AS1	NA
DHX9	NA
LAMC1	NA
LAMC2	cluster_4
NMNAT2	cluster_4
ENSG00000287929	NA
SMG7-AS1	NA
ENSG00000300756	NA
SMG7	NA
NCF2	cluster_8
ARPC5	NA
RGL1	NA
COLGALT2	cluster_8
TSEN15	NA
ENSG00000300344	NA
C1orf21	NA
ENSG00000285847	NA
EDEM3	NA
NIBAN1	NA
RNF2	NA
TRMT1L	NA
SWT1	NA
IVNS1ABP	NA
ENSG00000273004	NA
HMCN1	cluster_11
PRG4	cluster_4
TPR	NA
ODR4	NA
PDC-AS1	NA
PTGS2	cluster_13
PACERR	NA
ENSG00000296822	NA
PLA2G4A	NA
LINC01036	NA
ENSG00000285894	NA
BRINP3	NA
LINC02770	NA
RGS18	NA
ENSG00000285280	NA
RGS2	NA
UCHL5	NA
RO60	NA
GLRX2	NA
ENSG00000306457	NA
CDC73	NA
B3GALT2	cluster_19
LINC01031	NA
ENSG00000286285	NA
LINC01724	NA
KCNT2	cluster_13
CFH	cluster_13
ENSG00000289697	cluster_13
CFHR3	cluster_13
CFHR1	NA
F13B	NA
ASPM	cluster_15
ZBTB41	NA
ENSG00000290127	NA
CRB1	cluster_11
DENND1B	NA
C1orf53	NA
LHX9	NA
NEK7	NA
PTPRC	cluster_4
MIR181A1HG	NA
NR5A2	NA
LINC00862	NA
ZNF281	NA
ENSG00000282849	cluster_5
KIF14	cluster_15
DDX59	NA
DDX59-AS1	NA
CAMSAP2	NA
GPR25	NA
INAVA	NA
KIF21B	cluster_8
TMEM9	NA
IGFN1	cluster_4
PKP1	NA
TNNT2	cluster_13
ENSG00000286600	cluster_13
PHLDA3	NA
ENSG00000224818	NA
ENSG00000310095	NA
CSRP1	cluster_15
CSRP1-AS1	NA
NAV1	NA
IPO9-AS1	NA
ENSG00000235121	NA
IPO9	NA
SHISA4	NA
ENSG00000223774	NA
LMOD1	NA
ENSG00000308569	NA
TIMM17A	NA
RNPEP	NA
ELF3-AS1	NA
ELF3	NA
GPR37L1	NA
ARL8A	NA
PTPRVP	NA
UBE2T	cluster_15
PPP1R12B	NA
SYT2	NA
SYT2-AS1	NA
KDM5B	NA
PCAT6	NA
ENSG00000291234	NA
ACTG1P25	NA
RABIF	NA
KLHL12	NA
ADIPOR1	NA
CYB5R1	cluster_8
TMEM183A	NA
PPFIA4	NA
ADORA1	NA
CHI3L1	NA
BTG2-DT	NA
BTG2	NA
FMOD	NA
PRELP	cluster_19
ENSG00000299041	NA
ENSG00000307500	NA
ATP2B4	cluster_8
LAX1	NA
ZBED6	NA
ZC3H11A	NA
ENSG00000288644	NA
SNRPE	cluster_15
ENSG00000299390	NA
SOX13	NA
ETNK2	NA
KISS1	cluster_8
PLEKHA6	NA
PPP1R15B	NA
ENSG00000288934	cluster_8
PIK3C2B	NA
MDM4	NA
ENSG00000240710	NA
LRRN2	NA
ENSG00000240219	NA
NFASC	cluster_4
TMEM81	NA
ENSG00000295208	NA
RBBP5	NA
DSTYK	NA
TMCC2	NA
NUAK2	NA
LEMD1-AS1	NA
CDK18	cluster_5
MFSD4A	NA
ELK4	NA
ENSG00000304244	NA
SLC45A3	NA
NUCKS1	NA
RAB29	NA
SLC41A1	NA
PM20D1-AS1	cluster_8
RAB7B	NA
AVPR1B	NA
FAM72A	NA
SRGAP2	NA
IKBKE	NA
ENSG00000261000	NA
RASSF5	cluster_13
EIF2D	NA
DYRK3-AS1	NA
DYRK3	NA
MAPKAPK2	NA
FCMR	NA
C1orf116	NA
YOD1	NA
ENSG00000296591	NA
CD55	NA
CD46	NA
MIR29B2CHG	NA
CD34	NA
LINC02767	NA
PLXNA2	NA
CAMK1G	cluster_19
LAMB3	cluster_8
HSD11B1-AS1	NA
G0S2	cluster_13
HSD11B1	NA
TRAF3IP3	NA
C1orf74	NA
ENSG00000289700	NA
IRF6	NA
UTP25	NA
SYT14	NA
SERTAD4-AS1	NA
SERTAD4	cluster_13
ENSG00000298298	NA
HHAT	NA
KCNH1	NA
ENSG00000279333	NA
ENSG00000283952	NA
ENSG00000297328	NA
RCOR3	NA
TRAF5	NA
ENSG00000287033	NA
LINC00467	NA
SLC30A1	NA
NTRAS	NA
NEK2	cluster_15
LPGAT1	NA
INTS7	NA
DTL	cluster_15
LINC02608	NA
PPP2R5A	NA
ENSG00000229832	NA
PACC1	NA
ENSG00000287445	NA
NENF	NA
LINC02771	NA
ENSG00000260805	NA
ENSG00000288007	NA
ATF3	NA
LINC02773	NA
BATF3	NA
ENSG00000307224	NA
NSL1	NA
TATDN3	NA
SPATA45	NA
FLVCR1-DT	NA
FLVCR1	NA
VASH2	cluster_13
ANGEL2	NA
RPS6KC1	NA
ENSG00000225233	NA
PROX1	NA
ENSG00000294336	NA
ENSG00000305313	NA
SMYD2	NA
ENSG00000228470	NA
PTPN14	NA
CENPF	cluster_15
ENSG00000306569	NA
KCNK2	cluster_15
ENSG00000296925	NA
KCTD3	cluster_19
USH2A	cluster_4
ESRRG	cluster_13
GPATCH2	NA
SPATA17	NA
RRP15	NA
TGFB2-AS1	NA
TGFB2	cluster_4
TGFB2-OT1	cluster_4
LINC02869	cluster_4
ENSG00000297412	NA
LYPLAL1-DT	NA
LYPLAL1	NA
ENSG00000277007	NA
ENSG00000287676	NA
ENSG00000305547	NA
ZC3H11B	NA
SLC30A10	NA
EPRS1	NA
BPNT1	NA
IARS2	NA
RAB3GAP2	NA
ENSG00000310431	NA
MARK1	NA
C1orf115	NA
MTARC2	cluster_13
MTARC1	cluster_13
ENSG00000286231	cluster_19
RNU6ATAC35P	NA
ENSG00000272823	NA
HLX-AS1	NA
HLX	cluster_19
LINC02817	NA
ENSG00000306602	NA
DUSP10	cluster_5
LINC01705	NA
ENSG00000236230	NA
ENSG00000276997	NA
HHIPL2	NA
TAF1A	NA
TAF1A-AS1	NA
MIA3	NA
ENSG00000272750	NA
AIDA	NA
BROX	NA
FAM177B	NA
DISP1	NA
TLR5	NA
SUSD4	NA
CCDC185	NA
CAPN8	NA
CAPN2	NA
TP53BP2	NA
ENSG00000288999	NA
ENSG00000291068	NA
SEPTIN7P13	NA
ENSG00000278467	NA
FBXO28	NA
DEGS1	NA
ENSG00000237101	NA
NVL	NA
CNIH4	NA
WDR26	NA
CNIH3	NA
CNIH3-AS2	NA
DNAH14	NA
LBR	NA
LINC02765	NA
ENSG00000289962	NA
ENSG00000306957	NA
ENAH	NA
ENSG00000289602	NA
ENSG00000227496	cluster_8
SRP9	NA
EPHX1	NA
ENSG00000242861	NA
TMEM63A	NA
LEFTY1	NA
ENSG00000255835	NA
PYCR2	NA
SDE2	NA
H3-3A	NA
ENSG00000299101	NA
LINC01703	NA
ACBD3	NA
LIN9	NA
PARP1	NA
STUM	NA
ITPKB	cluster_19
PSEN2	NA
ENSG00000288674	NA
COQ8A	NA
CDC42BPA	NA
ENSG00000287205	NA
ZNF678	NA
SNAP47	NA
JMJD4	NA
ENSG00000286389	NA
WNT9A	NA
ENSG00000304171	NA
LINC02809	NA
ENSG00000307566	NA
ARF1	NA
C1orf35	NA
ENSG00000299474	NA
MRPL55	NA
ENSG00000280157	NA
GUK1	NA
GJC2	NA
ENSG00000307924	NA
IBA57	NA
ENSG00000304651	NA
OBSCN-AS1	NA
OBSCN	NA
ENSG00000269934	NA
ENSG00000287315	NA
ENSG00000270104	NA
TRIM11	NA
ENSG00000231563	NA
TRIM17	cluster_11
H2AC25	NA
H2BC26	NA
ENSG00000279306	NA
RNF187	NA
ENSG00000296453	NA
RHOU	NA
RAB4A-AS1	NA
RAB4A	NA
ENSG00000237481	NA
CCSAP	NA
ACTA1	NA
NUP133	NA
ENSG00000226920	NA
NUP133-DT	NA
ABCB10	NA
TAF5L	NA
URB2	NA
GALNT2	NA
ENSG00000308051	NA
ENSG00000308068	NA
ENSG00000224407	NA
PGBD5	cluster_13
COG2	NA
AGT	cluster_11
ENSG00000244137	NA
ENSG00000225656	NA
C1orf198	NA
ENSG00000223393	NA
ENSG00000288037	NA
TTC13	NA
ARV1	NA
FAM89A	NA
TRIM67	cluster_4
C1orf131	NA
GNPAT	NA
EXOC8	NA
SPRTN	NA
ENSG00000308739	NA
EGLN1	NA
ENSG00000287856	NA
ENSG00000233461	NA
TSNAX	NA
TSNAX-DISC1	NA
DISC1	NA
SIPA1L2	cluster_13
MAP10	NA
NTPCR	NA
PCNX2	NA
MAP3K21	NA
KCNK1	NA
SLC35F3	NA
COA6-AS1	NA
COA6	NA
TARBP1	NA
LINC01354	NA
IRF2BP2	NA
ENSG00000228830	NA
LINC00184	NA
ENSG00000303740	NA
LNCATV	NA
LINC01348	NA
ENSG00000308755	NA
ENSG00000273416	NA
TOMM20	NA
RBM34	NA
ARID4B	NA
ENSG00000289114	NA
GGPS1	NA
ENSG00000285053	NA
TBCE	NA
B3GALNT2	NA
GNG4	NA
LYST	NA
NID1	cluster_13
GPR137B	NA
ERO1B	NA
EDARADD	NA
LGALS8	NA
LGALS8-AS1	NA
ENSG00000273058	NA
ENSG00000230325	NA
HEATR1	NA
ACTN2	cluster_4
MTR	NA
RYR2	cluster_4
ENSG00000237250	NA
ENSG00000234464	NA
LINC01139	NA
CHRM3	cluster_4
FMN2	NA
GREM2	cluster_5
ENSG00000300002	NA
ENSG00000226919	NA
RGS7	cluster_8
ENSG00000287516	cluster_5
ENSG00000287738	NA
FH	NA
KMO	NA
OPN3	NA
CHML	NA
ENSG00000287513	NA
WDR64	NA
ENSG00000288723	NA
EXO1	cluster_15
MAP1LC3C	NA
LINC01347	NA
CEP170	NA
SDCCAG8	NA
AKT3	NA
ENSG00000305096	NA
LINC02774	NA
ZBTB18	NA
ENSG00000240963	NA
ADSS2	NA
CATSPERE	NA
DESI2	NA
ENSG00000287601	NA
COX20	NA
HNRNPU	NA
ENSG00000273175	NA
ENSG00000272195	NA
EFCAB2	NA
ENSG00000305254	NA
ENSG00000305266	NA
KIF26B	cluster_13
ENSG00000231612	NA
SMYD3	NA
LINC01743	NA
TFB2M	NA
CNST	NA
ENSG00000225300	NA
ENSG00000260698	NA
SCCPDH	NA
ENSG00000260855	NA
LINC01341	NA
AHCTF1	NA
ZNF695	cluster_15
ZNF670-ZNF695	NA
ZNF670	cluster_19
ZNF669	NA
LINC02897	NA
ZNF124	NA
ENSG00000305271	NA
ENSG00000259865	NA
ENSG00000290683	NA
ENSG00000232347	NA
ENSG00000303487	NA
ZNF496	cluster_13
ZNF496-DT	NA
NLRP3	NA
GCSAML	NA
OR2C3	NA
ENSG00000235749	NA
TRIM58	cluster_5
OR2W3	NA
OR2T8	NA
SH3BP5L	NA
ENSG00000309922	NA
ZNF672	NA
ZNF692	NA
PGBD2	NA
FAM110C	NA
SH3YL1	NA
ACP1	NA
ALKAL2	NA
ENSG00000228643	NA
TMEM18	NA
ENSG00000223751	cluster_4
LINC01115	NA
SNTG2	NA
ENSG00000231482	cluster_11
ENSG00000228613	NA
ENSG00000203635	NA
PXDN	NA
ENSG00000308082	NA
MYT1L	NA
LINC01250	NA
ENSG00000303747	NA
EIPR1	NA
EIPR1-IT1	NA
ENSG00000303764	NA
TRAPPC12	NA
ADI1	NA
ENSG00000235078	NA
ENSG00000242282	NA
ENSG00000286905	NA
RNASEH1	NA
RNASEH1-DT	NA
ENSG00000287126	NA
RPS7	NA
COLEC11	NA
ALLC	NA
LINC01248	NA
SOX11	cluster_19
ENSG00000242540	NA
CMPK2	NA
RSAD2	NA
RNF144A	NA
LINC00299	cluster_4
ENSG00000231083	NA
ID2-AS1	NA
ID2	NA
KIDINS220	NA
MBOAT2	NA
ENSG00000303165	NA
ENSG00000290023	NA
ASAP2	NA
ITGB1BP1	NA
CPSF3	NA
IAH1	NA
ADAM17	NA
ENSG00000271855	NA
YWHAQ	NA
ENSG00000240687	NA
ENSG00000243491	NA
ENSG00000301100	NA
TAF1B	NA
ENSG00000269973	NA
GRHL1	cluster_13
ENSG00000295440	cluster_11
ENSG00000260476	NA
ENSG00000309032	NA
ENSG00000260077	cluster_11
KLF11	cluster_13
CYS1	NA
RRM2	cluster_15
ENSG00000285872	NA
ENSG00000298642	NA
HPCAL1	NA
ENSG00000298662	NA
ODC1	cluster_8
ODC1-DT	NA
NOL10	NA
RN7SL832P	NA
ATP6V1C2	cluster_4
ENSG00000272275	NA
PDIA6	NA
KCNF1	cluster_8
C2orf50	NA
SLC66A3	NA
ROCK2	NA
LINC00570	NA
ENSG00000285569	NA
E2F6	NA
GREB1	NA
LPIN1	NA
MIR3681HG	NA
ENSG00000286427	NA
TRIB2	NA
ENSG00000225649	NA
LRATD1	cluster_4
NBAS	NA
DDX1	NA
ENSG00000302890	NA
ENSG00000279663	NA
CYRIA	NA
VSNL1	NA
ENSG00000308196	NA
SMC6	NA
GEN1	cluster_5
KCNS3	NA
ENSG00000304724	NA
ENSG00000260331	NA
RDH14	NA
NT5C1B-RDH14	NA
ENSG00000304698	NA
ENSG00000287284	NA
LINC01376	NA
OSR1	NA
LINC00954	NA
TTC32	NA
TTC32-DT	NA
WDR35	NA
WDR35-DT	NA
MATN3	NA
LAPTM4A	NA
SDC1	cluster_5
PUM2	NA
RHOB	NA
HS1BP3	NA
HS1BP3-IT1	NA
GDF7	cluster_11
ENSG00000270100	NA
LDAH	NA
APOB	cluster_4
ENSG00000231204	NA
ENSG00000310080	NA
LINC01830	NA
LINC02923	NA
KLHL29	NA
ENSG00000283031	NA
ATAD2B	NA
UBXN2A	NA
MFSD2B	NA
WDCP	NA
FKBP1B	NA
SF3B6	NA
FAM228B	NA
TP53I3	NA
PFN4	NA
ENSG00000276087	NA
FAM228A	NA
ITSN2	NA
ENSG00000242628	NA
NCOA1	NA
PTRHD1	NA
CENPO	cluster_5
ADCY3	cluster_19
ENSG00000271936	NA
DNAJC27	NA
DNAJC27-AS1	NA
EFR3B	cluster_8
POMC	NA
DNMT3A	cluster_13
ARNILA	NA
DTNB	NA
ASXL2	NA
ENSG00000300661	cluster_4
KIF3C	NA
RAB10	NA
GAREM2	NA
HADHA	NA
HADHB	NA
ENSG00000286707	NA
ADGRF3	cluster_4
SELENOI	NA
DRC1	NA
OTOF	cluster_4
KCNK3	NA
SLC35F6	NA
CENPA	NA
DPYSL5	NA
MAPRE3	NA
TMEM214	NA
AGBL5	NA
ENSG00000272056	NA
ENSG00000272148	NA
OST4	NA
EMILIN1	cluster_13
KHK	cluster_13
CGREF1	cluster_8
PREB	NA
SLC5A6	NA
ATRAID	NA
CAD	NA
SLC30A3	NA
TRIM54	NA
UCN	NA
MPV17	NA
GTF3C2	NA
ENSG00000295811	NA
GTF3C2-AS2	NA
EIF2B4	NA
SNX17	NA
ZNF513	NA
PPM1G	NA
NRBP1	NA
KRTCAP3	NA
IFT172	NA
FNDC4	NA
GCKR	NA
SPATA31H1	NA
ZNF512	NA
ENSG00000259080	NA
CCDC121	cluster_11
GPN1	NA
SUPT7L	NA
SLC4A1AP	NA
LINC01460	NA
ENSG00000289326	NA
MRPL33	NA
RBKS	NA
BABAM2	NA
FOSL2-AS1	cluster_11
FOSL2	NA
ENSG00000270640	cluster_11
ENSG00000270210	NA
PLB1	NA
PPP1CB-DT	NA
PPP1CB	NA
SPDYA	NA
ENSG00000273233	NA
TRMT61B	NA
WDR43	NA
TOGARAM2	cluster_11
CLIP4	NA
ALK	cluster_4
YPEL5	NA
LBH	NA
LINC01936	cluster_11
LCLAT1	NA
ENSG00000302730	NA
GALNT14	NA
CAPN14	NA
EHD3	cluster_19
XDH	cluster_8
SRD5A2	cluster_4
ENSG00000273165	NA
MEMO1	NA
DPY30	NA
ENSG00000271228	NA
ENSG00000288937	NA
SPAST	NA
SLC30A6-DT	NA
SLC30A6	NA
NLRC4	NA
ENSG00000289727	NA
YIPF4	NA
BIRC6	NA
ENSG00000276334	NA
ENSG00000276517	NA
ENSG00000279544	NA
TTC27	NA
LINC00486	NA
ENSG00000236854	NA
LTBP1	NA
ENSG00000285577	NA
RASGRP3	NA
FAM98A	NA
ENSG00000286415	NA
ENSG00000302327	NA
CRIM1-DT	NA
CRIM1	cluster_8
ENSG00000273090	NA
FEZ2	NA
VIT	cluster_4
STRN	NA
ENSG00000279519	cluster_13
HEATR5B	NA
GPATCH11	NA
EIF2AK2	NA
CEBPZOS	NA
CEBPZ	NA
ENSG00000272054	NA
NDUFAF7	NA
PRKD3	cluster_19
PRKD3-DT	NA
QPCT	NA
ENSG00000296467	NA
CDC42EP3-AS1	NA
CDC42EP3	NA
PIRAT1	NA
ENSG00000298011	NA
RMDN2	NA
RMDN2-AS1	NA
CYP1B1	cluster_4
CYP1B1-AS1	NA
ENSG00000227292	cluster_4
ATL2	NA
LINC02613	NA
ENSG00000296331	NA
HNRNPLL	NA
GALM	NA
SRSF7	NA
GEMIN6	NA
DHX57	NA
MORN2	NA
ARHGEF33	NA
ENSG00000269210	NA
SOS1	NA
SOS1-IT1	NA
CDKL4	NA
MAP4K3	NA
ENSG00000273035	NA
MAP4K3-DT	NA
ENSG00000289003	NA
TMEM178A	cluster_11
THUMPD2	NA
SLC8A1-AS1	NA
SLC8A1	NA
ENSG00000288992	NA
ENSG00000287255	NA
ENSG00000287468	NA
LINC01913	NA
LINC01914	NA
LINC02898	NA
PKDCC	NA
EML4-AS1	NA
EML4	NA
COX7A2L	NA
ENSG00000299127	NA
MTA3	NA
OXER1	NA
HAAO	NA
ENSG00000288886	NA
ENSG00000307343	NA
ENSG00000307331	cluster_11
LINC01819	NA
LINC02580	NA
LINC01126	NA
ZFP36L2	cluster_13
ENSG00000308008	NA
THADA	NA
